#!signoff-version 1
# Curator sign-off. ONE LINE PER SIGNED RECORD. Nothing is signed today.
#
# WHAT A LINE HERE MEANS
#   A named human read the record named in column 1, checked its sequence
#   against the accession its provenance cites, and wrote or checked its
#   description from the primary source. That is ReviewStatus::Reviewed's own
#   definition (crates/pl-features/src/lib.rs). 'verified' means the same plus
#   confirmation in a real construct.
#
# WHAT content_sha256 IS, AND WHAT IT IS NOT
#   It is the digest of the row's semantic content -- Db::content_digest over
#   SIGNED_COLUMNS plus the record's provenance -- taken when it was signed. Its
#   job is STALE-APPROVAL DETECTION: if the sequence, the description, the
#   notes, the cited accession or the licence change afterwards, the digest
#   stops matching and the approval lapses automatically.
#
#   It is NOT authentication. The build computes the same digest from the same
#   content, so nothing about the hash stops a machine writing a valid-looking
#   line. Three things do, in descending strength:
#     1. The build never writes this file. It only reads it, and CI proves that
#        by running the build and requiring `git diff --exit-code` here.
#     2. build.py's coerce_row() refuses any stage that emits a review_status or
#        a curator, so a signature cannot be smuggled in from the other side.
#     3. Attribution is the git commit. Without code-signing certificates the
#        strongest claim available is "a human committed this line and git says
#        who". A detached signature (SIGNOFF.tsv.asc) can be added later and CI
#        will verify it when present; today the assertion rests on the commit
#        history and not on cryptography, and saying otherwise would be the same
#        species of overclaim this project exists to avoid.
#
# THE INVARIANT
#   A missing, blank, malformed, stale or unreadable sign-off can only ever
#   REMOVE trust, never add it. Every failure path resolves to 'proposed'.
#
# HOW TO SIGN
#   1. Read the row. Actually read it, and there is a command for that:
#        python features/build/build.py --show PLF:3000
#      It prints every column the signature covers, unescaped, plus the record's
#      provenance quads and the resulting digest -- i.e. the hash's own input,
#      rendered. Signing a digest nobody has read is not an attestation.
#   2. Take the 64 hex characters from that output, or run --print-digests for
#      the whole table at once.
#   3. Add one line below: the record id, 'reviewed' or 'verified', your name,
#      today's date, that 64-character digest, and a note saying what you
#      checked.
#   4. Rebuild. `check_signoff.py` and the Rust loader both recompute the digest
#      and will refuse it if it does not match.
#
#   --show and --print-digests WRITE NOTHING. They used to: both ran the whole
#   build and then its writer, and --out defaults to the source tree, so
#   "print me the digests so I can sign" silently republished features.tsv and
#   provenance.tsv underneath the curator. Both now return before the writer.
#
# HOW TO RE-SIGN
#   Replace the line; do not accumulate. Git already holds the history, and a
#   file that grows a line per re-signature stops being reviewable, which is the
#   only reason it is a TSV.
#
# ORDER OF WORK, learned the hard way and worth stating: change prose FIRST,
# then sign. `description` and `notes` are inside the digest, so rewriting them
# after signing lapses the signature and someone will be tempted to "fix" that
# by loosening the digest.
record_id	review_status	curator	signed_date	content_sha256	note
PLF:0011	reviewed	Lior Lobel	2026-07-28	e2f8ea058ba28998952ea768e9ed5f21a7d4907f64063fdb4578a430193a8459	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:0012	reviewed	Lior Lobel	2026-07-28	ffc2194a6931a154e5e776006ce70e8c0e5c6487e0caa4b95b4816265a21a0b5	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:0013	reviewed	Lior Lobel	2026-07-28	404edca6b7cdddb345c814892f714a3ba6a5da12ad9977dca5d5d2855720c0e3	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:0014	reviewed	Lior Lobel	2026-07-28	ac70b1671777a1a9cccb936d18e9805f29eb81a08f6cae09bccc915d020dfa05	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:0015	reviewed	Lior Lobel	2026-07-28	c19243851fda4ebac3246cdc4787e90e4353d505dc80345e8af28cc74a0d3cb2	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:0016	reviewed	Lior Lobel	2026-07-28	4c5799f3d1dda1eb8be8b9f5c238fcdd12ea426a84b94d2b003fb362ee4bd256	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:0017	reviewed	Lior Lobel	2026-07-28	04b5ee0070976fa22cc2bb523c06bb7e60ecc46409909c84a1305fd7ab440c4f	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:0018	reviewed	Lior Lobel	2026-07-28	95109646bca1ad32000ab06f10b989cc87d4db77cbb9350918e1044f3853a3ac	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:0019	reviewed	Lior Lobel	2026-07-28	827d92dabe71fa8a3ec74fb3eb6930950c98b41c819791cf659cb03833bbc35a	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:0020	reviewed	Lior Lobel	2026-07-28	2ce0878a52fd614dc3f49c7559a6f4fd75d5fd87df84ddeb0743a0679cd26cb1	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:0021	reviewed	Lior Lobel	2026-07-28	21959a1b8775c8634249cc612a90f960a2b9691df200988ce0c3396e483dd6a7	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:0022	reviewed	Lior Lobel	2026-07-28	89ddab97457ecac43eaf2ce3b70e0890a17bef2a0edaff5e20bdadfbcbda09af	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:0023	reviewed	Lior Lobel	2026-07-28	5606cf6b7365f12df5c2c140b7b77951248642e3dca8f7cec7bc6809f4ecc1af	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:0024	reviewed	Lior Lobel	2026-07-28	20b83e907a8ff81763664e5d1a94f302122337804d7fa7c2c5885b4b32f7129f	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:1000	reviewed	Lior Lobel	2026-07-28	ce6cd6abecf4524ca5e75843ee97df9880cd313342c880d7610092b7486293ba	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:1001	reviewed	Lior Lobel	2026-07-28	dddc07cd3c35f06f660566f34f0470b2bc2ee445a85979819a7ce503ade87a72	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:1002	reviewed	Lior Lobel	2026-07-28	ddcc0d51ca38dbbb46234918d4428567679371d5d13935c6970bfc0f625c570f	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:1003	reviewed	Lior Lobel	2026-07-28	7e2280a0d9a335fdbbad16abe18768f61f2a6f609e358912fe2252f2334260b1	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:1004	reviewed	Lior Lobel	2026-07-28	f178e684233159ac3c7d540c22b6bc3fb9003b4376bb6cc1129e21a40396a782	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:1005	reviewed	Lior Lobel	2026-07-28	a3159dc2820f59afe023c12a2505f47dc80e46ac701411c1ee29769a5bf75284	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:1006	reviewed	Lior Lobel	2026-07-28	004a38921942e5b096c56285097fc48ef78acedb4141ccd82b94c6be4828c276	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:1007	reviewed	Lior Lobel	2026-07-28	c9dd5b187459af31620f7bce10f73b8ffa4d48686cbbbf9fed8a35051b97a8a3	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:1008	reviewed	Lior Lobel	2026-07-28	04b640c5a00500e13bb8e3d5248ff052f19fd7aef8fe0fcd343d43bc3fbe0b34	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:1009	reviewed	Lior Lobel	2026-07-28	1b365e6d01a26cd5c565964d3b8be5dac3b67f80ac949ab619b4a561ef4dfb50	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:1010	reviewed	Lior Lobel	2026-07-28	911e921125f92ac395972c0910a7590f160a384d6076a407a09e320d6f47fd26	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:1011	reviewed	Lior Lobel	2026-07-28	68fd67e13de78c66112e0bb7f78b1f60429cf5ac49d06563bf98b58bbfd69ffc	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:1012	reviewed	Lior Lobel	2026-07-28	e75233d8722db674b8aebed6914ee96a9b537d466fb9e8803876f0e4ee98f204	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:1013	reviewed	Lior Lobel	2026-07-28	0c78e0362d4d139311a49905ce6922130531688b4dcafad8397dde290dd57586	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2000	reviewed	Lior Lobel	2026-07-28	22478d8cc1f178ef2760e113ca81946c40f0da9ed0e06893a9f65a8d15e47d76	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2001	reviewed	Lior Lobel	2026-07-28	7f196edadfda12c1289f08f281876c1e99c6ac4fffcc45120628b7aacc1597d8	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2002	reviewed	Lior Lobel	2026-07-28	9cfe0cfe578845293018cd03ce5720354d1a0e8917d7b874bab0da89e9275209	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2003	reviewed	Lior Lobel	2026-07-28	e1b1633833f9c941194673e9565937be742ab34a9649c852f9699d3ebd7de303	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2004	reviewed	Lior Lobel	2026-07-28	2acceaf5f6a9a69b78d536357c3ca27ce652787ef921faa0140da98c44bbbe16	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2005	reviewed	Lior Lobel	2026-07-28	353ccfdf731a367d145e60bb296abc402525d60f08680039a0853c4cfd04ad0b	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2006	reviewed	Lior Lobel	2026-07-28	13b57cf52967cfbddce6199c404655cc9dfcec954e9c1406fbff14f90269b37c	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2007	reviewed	Lior Lobel	2026-07-28	a55afa3f94ac132984584d0d2de475afe32756b2d8fb82c75734ee141ce21904	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2008	reviewed	Lior Lobel	2026-07-28	619721fb5c06979e462eda3652905d66e7f22fefdb8663ce42266fc0de2b38fd	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2009	reviewed	Lior Lobel	2026-07-28	250b592caa4b16310fb23de2c9b182df9ebfe7dcd7543c5227aa8c018c25e345	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2010	reviewed	Lior Lobel	2026-07-28	9e9507d9bd23f783f6d0b3b38b9df3d6c327469feff76cb8c4a80dfc55eb900c	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2011	reviewed	Lior Lobel	2026-07-28	7cfc16e12e438e42d55f74bbe0cc595881a5ace49cac725ac70f56c3571e4571	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2012	reviewed	Lior Lobel	2026-07-28	b08321e39b9fd789f412e757f1464616379103655c8992dcf5f0ea90914a0e6a	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2013	reviewed	Lior Lobel	2026-07-28	96c23fab8bd468c62e9d84da759c5b7be131ff9d492fc6067c562945f79eeeed	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2014	reviewed	Lior Lobel	2026-07-28	593c35c9ff6935bc88fc302eaff23def343b5364487a45ead1818204d6b824f1	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2015	reviewed	Lior Lobel	2026-07-28	c169896256da949bee783ee894d23f0123af9c44873f86bd4ec60994618826a3	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2016	reviewed	Lior Lobel	2026-07-28	2efe535e322ec6ca0bce0903c2ee9f58cfd7347dc52dec8d8c1dfad968315a86	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2017	reviewed	Lior Lobel	2026-07-28	866475950c2c59da862303df99975d819d20df1db190e670b9388e1194cf58e5	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2018	reviewed	Lior Lobel	2026-07-28	a7f0d863972ca78924733aadc558db4e6158c78b4fcdbd9f2630cba4ab2040fe	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2019	reviewed	Lior Lobel	2026-07-28	7e3d41e2791b559cdc5c07555757c22026bdb2b5226ab6558809bf7be4f18c16	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2020	reviewed	Lior Lobel	2026-07-28	93d7aa237ade518582cf8797cf6f24895da3e8a0485e05aa1b424036e4534588	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2021	reviewed	Lior Lobel	2026-07-28	7bb2d02d87b81c97b215860ef59ea7d06759ebedb287f37f4a9d02f70ca74e63	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2022	reviewed	Lior Lobel	2026-07-28	48e021ea9e560cc045044dd7cb9e4423c201da47012a9f470ccb1750a699452a	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:2023	reviewed	Lior Lobel	2026-07-28	c4dcdc9b6d9eee04dc174bba33ed18505a3674ea381d8a3ad5b512f4ea62ef07	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3000	reviewed	Lior Lobel	2026-07-28	feac2a7eeb59fcec7f9898332929c3a5e61b6f41a92e1a978a4236bcf3ca89bd	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3001	reviewed	Lior Lobel	2026-07-28	d0be341e07602f2e1497a243bf73f7d2a75c303a30d87bbb74e629808e3bf330	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3002	reviewed	Lior Lobel	2026-07-28	52d4d32ccd61d6bdd0db6f44626043f66184237c8b9f7c57f11f2ef76525080b	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3003	reviewed	Lior Lobel	2026-07-28	50673dbaebdbabb2dc8fb9251833b1484724923ba266ed41206e4357d5238532	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3005	reviewed	Lior Lobel	2026-07-28	9ad01c0d364047a303cf6153dc8fd8939b46c25e77b23dfaa7fb7effa23b26f5	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3006	reviewed	Lior Lobel	2026-07-28	d1146254c035c4ba499a186adf0dc602b3d05416b08284f5d6db2c379a86fc46	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3007	reviewed	Lior Lobel	2026-07-28	d975ee54e4dc71b019fbf9dea049bebe4ed489bef5cd44c6099bdeb616786cb8	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3008	reviewed	Lior Lobel	2026-07-28	d967c14665a58236683827c593e6872a7b60887f3910435e4cdb4b850c3d2cbe	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3009	reviewed	Lior Lobel	2026-07-28	df62e9197f2d03d371280c43825994b9cefae74e3968133a0e811a805b54c45f	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
